Order_ID,Order_Date,Region,State,Segment,Category,Sub_Category,Ship_Mode,Quantity,Sales,Discount,Profit
ORD-1248,2023-10-28,East,New Jersey,Corporate,Technology,Phones,Standard Class,2,1244.05,0.2,62.79
ORD-1249,2024-10-19,Central,Michigan,Consumer,Technology,Accessories,Second Class,2,1012.23,0.2,251.84
ORD-1250,2024-10-16,West,Oregon,Home Office,Office Supplies,Art,Standard Class,1,53.96,0.15,13.68
ORD-1251,2024-01-12,East,Massachusetts,Corporate,Office Supplies,Paper,First Class,7,361.06,0.15,31.11
ORD-1252,2023-09-25,South,Georgia,Consumer,Technology,Machines,Standard Class,3,1258.62,0.0,213.73
ORD-1253,2023-10-21,South,Georgia,Consumer,Office Supplies,Storage,First Class,4,138.23,0.2,23.66
ORD-1254,2024-03-26,West,California,Corporate,Office Supplies,Paper,Standard Class,3,153.04,0.3,27.44
ORD-1255,2024-11-09,West,Arizona,Corporate,Furniture,Bookcases,Second Class,2,383.43,0.1,35.57
ORD-1256,2024-02-23,South,Florida,Consumer,Technology,Accessories,Second Class,3,1183.05,0.2,270.68
ORD-1257,2024-04-30,West,Arizona,Home Office,Office Supplies,Paper,Standard Class,1,24.68,0.0,8.43
ORD-1258,2024-03-05,West,Arizona,Consumer,Office Supplies,Storage,Standard Class,6,320.38,0.1,54.03
ORD-1259,2024-07-02,West,California,Consumer,Office Supplies,Paper,First Class,2,68.24,0.1,12.5
ORD-1260,2023-04-19,South,Florida,Corporate,Technology,Phones,Standard Class,6,2739.38,0.0,592.02
ORD-1261,2024-02-20,East,Pennsylvania,Consumer,Office Supplies,Storage,Standard Class,5,139.06,0.0,21.24
ORD-1262,2023-10-07,West,Arizona,Consumer,Technology,Copiers,Standard Class,5,2088.09,0.15,410.66
ORD-1263,2023-06-14,East,New York,Corporate,Technology,Machines,Standard Class,7,2786.39,0.0,536.84
ORD-1264,2024-11-15,East,Massachusetts,Home Office,Furniture,Bookcases,Second Class,7,2572.45,0.0,738.69
ORD-1265,2024-06-12,West,California,Home Office,Technology,Phones,First Class,3,1275.21,0.45,-4.08
ORD-1266,2024-02-03,East,Pennsylvania,Consumer,Office Supplies,Storage,Second Class,3,116.68,0.1,26.04
ORD-1267,2023-12-31,South,Georgia,Home Office,Office Supplies,Art,Second Class,3,84.05,0.0,25.74
ORD-1268,2024-03-18,East,New York,Consumer,Office Supplies,Art,First Class,5,194.33,0.15,63.72
ORD-1269,2023-11-16,West,Arizona,Corporate,Technology,Machines,Second Class,6,2986.73,0.2,448.08
ORD-1270,2023-04-23,Central,Illinois,Home Office,Technology,Accessories,Standard Class,7,1686.49,0.0,257.25
ORD-1271,2023-07-20,Central,Michigan,Home Office,Furniture,Furnishings,First Class,7,2597.74,0.15,211.25
ORD-1272,2023-03-16,East,Pennsylvania,Corporate,Furniture,Furnishings,Standard Class,3,861.85,0.15,192.29
ORD-1273,2024-10-18,Central,Texas,Home Office,Technology,Accessories,Second Class,7,4037.81,0.0,781.23
ORD-1274,2024-03-26,West,Washington,Consumer,Office Supplies,Storage,First Class,7,374.66,0.1,120.58
ORD-1275,2024-06-16,East,New York,Corporate,Technology,Phones,Same Day,3,1149.38,0.15,99.85
ORD-1276,2024-07-17,South,North Carolina,Corporate,Technology,Machines,Second Class,4,2052.19,0.0,542.16
ORD-1277,2024-04-15,South,Tennessee,Corporate,Office Supplies,Paper,Standard Class,2,70.1,0.0,22.05
ORD-1278,2023-08-29,South,North Carolina,Consumer,Furniture,Furnishings,Standard Class,2,691.51,0.15,157.7
ORD-1279,2023-06-06,South,Tennessee,Consumer,Technology,Phones,First Class,4,1123.03,0.1,147.25
ORD-1280,2023-06-26,South,Tennessee,Home Office,Office Supplies,Paper,Standard Class,6,205.24,0.45,-6.82
ORD-1281,2023-01-23,East,New York,Corporate,Technology,Phones,Standard Class,5,2626.09,0.15,892.38
ORD-1282,2024-12-23,Central,Texas,Consumer,Technology,Phones,Standard Class,4,2559.15,0.0,510.73
ORD-1283,2023-08-15,East,New Jersey,Consumer,Office Supplies,Storage,Second Class,4,84.4,0.2,8.93
ORD-1284,2023-04-10,East,New Jersey,Consumer,Technology,Copiers,First Class,5,2708.05,0.0,456.09
ORD-1285,2024-06-23,South,Tennessee,Home Office,Technology,Copiers,Standard Class,6,1918.12,0.3,261.29
ORD-1286,2023-02-22,East,New York,Corporate,Technology,Machines,Standard Class,2,491.75,0.1,74.35
ORD-1287,2023-01-17,West,Arizona,Consumer,Technology,Accessories,Standard Class,4,1912.21,0.0,361.84
ORD-1288,2024-11-17,South,Tennessee,Consumer,Office Supplies,Binders,Second Class,1,39.25,0.45,-5.77
ORD-1289,2024-05-15,Central,Illinois,Consumer,Office Supplies,Binders,Standard Class,1,48.06,0.1,7.42
ORD-1290,2024-09-14,East,New Jersey,Corporate,Office Supplies,Binders,Same Day,3,65.48,0.3,18.66
ORD-1291,2024-05-03,Central,Ohio,Consumer,Furniture,Bookcases,Standard Class,5,1058.25,0.1,290.21
ORD-1292,2024-08-30,East,Pennsylvania,Home Office,Office Supplies,Art,Second Class,4,160.23,0.45,-14.07
ORD-1293,2023-10-28,West,Arizona,Corporate,Office Supplies,Binders,Second Class,3,78.43,0.2,18.88
ORD-1294,2023-08-04,East,New Jersey,Consumer,Office Supplies,Binders,First Class,6,224.7,0.3,58.94
ORD-1295,2024-07-19,West,California,Corporate,Technology,Copiers,Standard Class,1,623.17,0.1,76.38
ORD-1296,2023-07-29,East,New York,Consumer,Technology,Machines,First Class,6,2751.79,0.1,173.83
ORD-1297,2023-11-27,West,California,Consumer,Office Supplies,Binders,First Class,5,197.27,0.1,48.87
ORD-1298,2024-03-21,West,Arizona,Consumer,Technology,Copiers,Same Day,1,327.65,0.1,106.75
ORD-1299,2024-07-24,West,Washington,Consumer,Office Supplies,Paper,First Class,5,270.15,0.45,4.36
ORD-1300,2024-03-02,Central,Texas,Corporate,Technology,Machines,Standard Class,7,3867.78,0.45,-17.85
ORD-1301,2023-09-12,Central,Texas,Consumer,Furniture,Chairs,Standard Class,3,484.54,0.2,50.09
ORD-1302,2024-10-14,East,New Jersey,Consumer,Furniture,Chairs,Standard Class,5,898.13,0.0,152.1
ORD-1303,2024-02-08,South,North Carolina,Corporate,Office Supplies,Binders,Standard Class,5,110.71,0.0,20.29
ORD-1304,2023-03-23,West,California,Consumer,Technology,Copiers,Standard Class,4,2315.63,0.3,725.27
ORD-1305,2023-07-12,South,North Carolina,Corporate,Office Supplies,Storage,Standard Class,1,26.19,0.15,3.08
ORD-1306,2024-02-07,East,New Jersey,Consumer,Office Supplies,Storage,Standard Class,5,166.78,0.3,55.69
ORD-1307,2024-09-19,South,Florida,Consumer,Technology,Accessories,Standard Class,5,2382.26,0.0,356.07
ORD-1308,2024-02-25,South,Tennessee,Consumer,Office Supplies,Storage,First Class,1,35.33,0.2,10.63
ORD-1309,2024-03-08,East,Pennsylvania,Corporate,Technology,Copiers,Standard Class,7,1807.13,0.0,595.09
ORD-1310,2023-11-22,East,New York,Corporate,Technology,Phones,Standard Class,5,2646.26,0.0,293.93
ORD-1311,2023-02-07,West,Arizona,Consumer,Office Supplies,Storage,Standard Class,3,132.62,0.15,40.39
ORD-1312,2023-07-25,East,Pennsylvania,Corporate,Technology,Phones,First Class,1,388.38,0.3,113.41
ORD-1313,2024-07-24,South,Tennessee,Corporate,Technology,Machines,Second Class,7,3204.59,0.15,321.09
ORD-1314,2024-07-13,Central,Texas,Consumer,Office Supplies,Art,Standard Class,4,172.5,0.0,37.61
ORD-1315,2023-07-13,Central,Michigan,Home Office,Office Supplies,Art,Standard Class,7,322.01,0.1,105.07
ORD-1316,2024-04-21,Central,Michigan,Consumer,Technology,Phones,First Class,1,378.14,0.0,129.91
ORD-1317,2023-03-06,South,North Carolina,Corporate,Technology,Copiers,First Class,1,392.21,0.0,112.12
ORD-1318,2023-09-27,Central,Illinois,Home Office,Furniture,Bookcases,Standard Class,2,518.83,0.0,135.65
ORD-1319,2023-10-10,Central,Texas,Consumer,Office Supplies,Art,Standard Class,6,150.88,0.45,1.8
ORD-1320,2024-05-28,West,Oregon,Corporate,Technology,Copiers,Second Class,6,3054.49,0.2,382.24
ORD-1321,2024-04-08,Central,Michigan,Home Office,Technology,Accessories,Standard Class,4,1259.06,0.0,210.52
ORD-1322,2023-03-10,West,Arizona,Consumer,Office Supplies,Binders,First Class,6,177.9,0.1,13.37
ORD-1323,2023-10-16,East,Pennsylvania,Consumer,Office Supplies,Paper,Standard Class,5,242.35,0.15,20.57
ORD-1324,2024-12-14,Central,Ohio,Home Office,Technology,Copiers,Standard Class,1,632.15,0.0,129.98
ORD-1325,2024-04-18,West,Washington,Consumer,Office Supplies,Art,Second Class,4,143.18,0.0,24.24
ORD-1326,2024-08-08,West,Washington,Consumer,Office Supplies,Storage,Standard Class,6,329.39,0.15,24.08
ORD-1327,2024-08-18,West,Washington,Consumer,Furniture,Chairs,Standard Class,3,936.38,0.0,51.06
ORD-1328,2024-03-18,South,North Carolina,Corporate,Office Supplies,Binders,Second Class,4,118.93,0.0,12.16
ORD-1329,2023-09-05,West,California,Consumer,Furniture,Bookcases,First Class,6,1837.81,0.1,119.73
ORD-1330,2024-10-11,Central,Texas,Corporate,Office Supplies,Binders,First Class,4,185.6,0.15,50.45
ORD-1331,2024-05-21,West,Washington,Corporate,Furniture,Tables,Standard Class,5,1893.19,0.1,241.6
ORD-1332,2024-01-12,East,New York,Corporate,Office Supplies,Storage,Second Class,1,29.47,0.15,2.28
ORD-1333,2024-01-01,West,Oregon,Consumer,Furniture,Furnishings,Standard Class,5,846.43,0.3,-128.91
ORD-1334,2023-12-04,West,California,Consumer,Technology,Machines,Standard Class,6,2359.88,0.1,318.56
ORD-1335,2024-11-21,Central,Michigan,Consumer,Office Supplies,Binders,Same Day,6,203.93,0.3,45.95
ORD-1336,2024-07-21,East,New York,Home Office,Technology,Phones,Second Class,3,1265.21,0.15,157.54
ORD-1337,2023-04-02,Central,Illinois,Corporate,Office Supplies,Paper,First Class,2,99.73,0.0,18.27
ORD-1338,2023-07-26,West,Arizona,Consumer,Office Supplies,Storage,Standard Class,1,47.76,0.1,11.78
ORD-1339,2023-01-21,West,Washington,Consumer,Furniture,Chairs,Standard Class,2,740.85,0.2,189.32
ORD-1340,2024-06-18,West,California,Consumer,Furniture,Furnishings,Standard Class,1,239.22,0.1,71.42
ORD-1341,2023-06-26,Central,Michigan,Home Office,Furniture,Bookcases,Standard Class,2,435.75,0.0,63.44
ORD-1342,2023-09-18,South,Georgia,Consumer,Office Supplies,Storage,Standard Class,2,103.91,0.0,19.59
ORD-1343,2024-11-02,East,Massachusetts,Consumer,Office Supplies,Binders,Standard Class,6,206.81,0.1,36.99
ORD-1344,2023-10-16,Central,Texas,Corporate,Technology,Machines,Standard Class,6,1485.91,0.0,471.41
ORD-1345,2024-06-23,West,Washington,Consumer,Office Supplies,Storage,Standard Class,3,88.76,0.0,14.85
ORD-1346,2023-06-24,West,Oregon,Corporate,Technology,Copiers,Standard Class,1,411.58,0.1,106.57
ORD-1347,2023-04-03,Central,Texas,Consumer,Furniture,Tables,First Class,7,1251.94,0.15,106.62
ORD-1348,2023-11-01,East,New Jersey,Consumer,Technology,Phones,Standard Class,3,965.18,0.1,169.66
ORD-1349,2024-09-20,West,California,Consumer,Technology,Accessories,Standard Class,3,1546.36,0.0,81.95
ORD-1350,2024-05-13,Central,Ohio,Home Office,Technology,Phones,First Class,4,1493.81,0.2,276.93
ORD-1351,2024-06-25,West,Washington,Consumer,Office Supplies,Storage,Standard Class,1,49.12,0.3,5.45
ORD-1352,2023-04-26,West,Washington,Corporate,Office Supplies,Storage,Same Day,1,55.36,0.1,11.29
ORD-1353,2023-01-03,South,Tennessee,Consumer,Technology,Accessories,Standard Class,6,3190.16,0.15,835.79
ORD-1354,2024-02-18,East,New Jersey,Consumer,Technology,Machines,First Class,3,1717.64,0.2,278.21
ORD-1355,2023-07-20,Central,Illinois,Consumer,Technology,Accessories,Standard Class,2,918.43,0.1,142.41
ORD-1356,2024-07-24,Central,Ohio,Consumer,Furniture,Chairs,Second Class,7,2209.35,0.0,369.46
ORD-1357,2024-05-04,West,Arizona,Consumer,Technology,Accessories,Second Class,5,2283.29,0.2,324.39
ORD-1358,2023-08-25,East,Massachusetts,Corporate,Office Supplies,Art,Standard Class,3,153.46,0.2,41.02
ORD-1359,2024-10-19,Central,Ohio,Consumer,Furniture,Tables,Standard Class,6,2094.36,0.0,539.73
ORD-1360,2023-06-05,West,Washington,Consumer,Technology,Phones,Standard Class,5,2589.28,0.0,591.89
ORD-1361,2023-12-06,West,Oregon,Corporate,Technology,Accessories,Second Class,2,1039.16,0.1,186.74
ORD-1362,2024-05-31,West,Oregon,Home Office,Office Supplies,Binders,Standard Class,4,89.46,0.15,13.14
ORD-1363,2023-08-18,South,North Carolina,Home Office,Office Supplies,Storage,Same Day,2,101.14,0.0,22.56
ORD-1364,2024-04-24,West,Arizona,Consumer,Technology,Copiers,Second Class,5,2916.05,0.45,-417.4
ORD-1365,2024-05-22,East,New York,Consumer,Technology,Accessories,Second Class,5,1664.04,0.0,464.78
ORD-1366,2023-12-21,Central,Ohio,Home Office,Office Supplies,Storage,Second Class,3,128.58,0.2,29.07
ORD-1367,2024-10-26,East,New York,Consumer,Office Supplies,Storage,Second Class,4,163.73,0.2,26.81
ORD-1368,2024-07-15,East,New Jersey,Consumer,Office Supplies,Storage,Standard Class,4,204.55,0.1,67.91
ORD-1369,2024-04-15,East,New Jersey,Consumer,Office Supplies,Paper,First Class,3,80.57,0.1,20.73
ORD-1370,2023-09-17,Central,Texas,Consumer,Furniture,Tables,Second Class,1,194.84,0.15,36.35
ORD-1371,2024-01-10,Central,Texas,Consumer,Technology,Machines,Second Class,3,1559.57,0.2,453.59
ORD-1372,2024-03-13,South,North Carolina,Consumer,Office Supplies,Paper,Standard Class,2,93.84,0.0,21.42
ORD-1373,2024-03-14,Central,Texas,Home Office,Office Supplies,Paper,Second Class,6,264.4,0.0,81.67
ORD-1374,2023-06-28,South,Tennessee,Consumer,Office Supplies,Storage,First Class,4,114.27,0.15,26.39
ORD-1375,2023-11-05,Central,Michigan,Consumer,Technology,Machines,Standard Class,7,2788.69,0.15,885.6
ORD-1376,2023-10-03,West,Washington,Consumer,Office Supplies,Paper,Standard Class,2,60.8,0.0,6.1
ORD-1377,2023-02-25,West,Oregon,Home Office,Technology,Phones,Standard Class,7,3915.22,0.0,547.41
ORD-1378,2023-02-05,West,Arizona,Consumer,Technology,Copiers,Second Class,5,1540.23,0.3,435.95
ORD-1379,2023-01-11,West,Arizona,Consumer,Furniture,Bookcases,First Class,4,1217.22,0.0,235.59
ORD-1380,2023-12-09,Central,Ohio,Consumer,Furniture,Bookcases,Standard Class,1,260.44,0.45,-22.27
ORD-1381,2024-02-03,West,Washington,Consumer,Office Supplies,Binders,Standard Class,2,63.97,0.1,19.32
ORD-1382,2024-12-20,South,Florida,Consumer,Technology,Machines,Standard Class,1,437.03,0.1,131.75
ORD-1383,2023-12-11,East,Massachusetts,Consumer,Technology,Copiers,Standard Class,6,3607.92,0.3,1065.62
ORD-1384,2024-07-04,East,New York,Home Office,Office Supplies,Paper,Standard Class,1,46.96,0.0,4.2
ORD-1385,2024-12-20,South,Florida,Consumer,Office Supplies,Art,Standard Class,6,252.81,0.1,55.02
ORD-1386,2023-03-17,East,Pennsylvania,Home Office,Office Supplies,Storage,First Class,1,46.53,0.1,7.04
ORD-1387,2024-01-18,South,North Carolina,Corporate,Office Supplies,Paper,Standard Class,6,283.85,0.15,65.31
ORD-1388,2023-09-30,West,Arizona,Consumer,Technology,Machines,Standard Class,2,669.67,0.3,223.27
ORD-1389,2023-06-05,Central,Michigan,Corporate,Office Supplies,Storage,Standard Class,1,45.59,0.15,12.68
ORD-1390,2023-12-04,East,Pennsylvania,Consumer,Technology,Copiers,Second Class,5,2548.8,0.2,162.19
ORD-1391,2024-07-18,Central,Michigan,Consumer,Office Supplies,Binders,Second Class,7,300.45,0.0,91.91
ORD-1392,2023-05-20,South,North Carolina,Corporate,Furniture,Bookcases,Standard Class,1,343.35,0.3,-13.0
ORD-1393,2023-09-30,Central,Michigan,Consumer,Technology,Machines,Standard Class,1,334.77,0.15,73.56
ORD-1394,2024-12-12,South,Georgia,Consumer,Office Supplies,Paper,First Class,1,30.9,0.1,4.26
ORD-1395,2023-01-06,East,Pennsylvania,Corporate,Office Supplies,Storage,Standard Class,3,83.19,0.0,19.62
ORD-1396,2023-09-26,East,New Jersey,Home Office,Technology,Machines,Standard Class,4,2044.98,0.1,315.06
ORD-1397,2023-07-29,East,Massachusetts,Consumer,Office Supplies,Storage,Standard Class,1,53.74,0.0,8.69
ORD-1398,2024-04-16,South,Tennessee,Consumer,Furniture,Bookcases,Standard Class,7,2744.13,0.1,550.08
ORD-1399,2023-01-10,West,Washington,Corporate,Furniture,Chairs,Second Class,3,1128.27,0.2,312.66
ORD-1400,2023-06-11,West,Oregon,Corporate,Office Supplies,Binders,Standard Class,7,363.72,0.3,117.39
ORD-1401,2024-01-13,West,Oregon,Consumer,Furniture,Tables,Standard Class,5,1287.45,0.2,110.68
ORD-1402,2023-10-29,Central,Texas,Consumer,Furniture,Chairs,Standard Class,1,191.1,0.0,40.9
ORD-1403,2024-12-26,South,Tennessee,Corporate,Furniture,Bookcases,First Class,7,2274.46,0.1,496.23
ORD-1404,2024-11-23,South,Tennessee,Corporate,Technology,Phones,Standard Class,7,2692.32,0.0,607.18
ORD-1405,2023-04-18,West,Oregon,Corporate,Office Supplies,Binders,Second Class,4,206.24,0.2,56.6
ORD-1406,2024-11-28,East,New York,Corporate,Technology,Machines,Standard Class,5,1680.14,0.0,142.33
ORD-1407,2023-07-10,West,California,Home Office,Office Supplies,Art,Standard Class,2,67.14,0.2,19.89
ORD-1408,2024-08-24,East,New York,Home Office,Technology,Machines,Standard Class,5,1369.38,0.1,266.54
ORD-1409,2023-09-26,South,Georgia,Home Office,Furniture,Furnishings,First Class,1,218.94,0.0,12.05
ORD-1410,2024-06-15,Central,Illinois,Corporate,Technology,Phones,First Class,6,1826.93,0.15,623.61
ORD-1411,2023-01-19,East,Pennsylvania,Consumer,Technology,Accessories,Standard Class,7,4307.75,0.15,314.64
ORD-1412,2023-11-13,East,New Jersey,Home Office,Technology,Machines,First Class,5,1946.92,0.0,159.18
ORD-1413,2023-07-06,East,New York,Corporate,Office Supplies,Art,Standard Class,4,211.01,0.0,24.48
ORD-1414,2023-06-08,East,Pennsylvania,Consumer,Office Supplies,Paper,Same Day,1,31.96,0.2,2.08
ORD-1415,2023-08-18,East,Massachusetts,Consumer,Office Supplies,Binders,Standard Class,2,45.01,0.2,7.63
ORD-1416,2024-05-08,East,Pennsylvania,Consumer,Furniture,Chairs,First Class,4,979.04,0.3,-54.66
ORD-1417,2024-03-22,East,New Jersey,Corporate,Office Supplies,Paper,Standard Class,3,149.99,0.15,38.85
ORD-1418,2023-10-18,East,New York,Home Office,Technology,Phones,First Class,6,1757.77,0.1,414.49
ORD-1419,2024-06-13,East,Pennsylvania,Consumer,Furniture,Furnishings,Standard Class,1,226.12,0.0,15.76
ORD-1420,2023-08-25,South,Florida,Home Office,Office Supplies,Art,Second Class,7,332.53,0.3,25.02
ORD-1421,2023-04-09,East,Massachusetts,Corporate,Technology,Phones,Second Class,3,748.45,0.2,256.27
ORD-1422,2023-02-23,West,Arizona,Home Office,Office Supplies,Paper,Standard Class,3,67.14,0.1,11.27
ORD-1423,2023-10-31,West,Washington,Corporate,Technology,Phones,Standard Class,2,950.68,0.1,325.27
ORD-1424,2024-07-28,East,Massachusetts,Consumer,Office Supplies,Storage,First Class,4,143.66,0.2,41.9
ORD-1425,2024-09-21,West,Arizona,Home Office,Office Supplies,Art,Standard Class,5,214.63,0.0,28.74
ORD-1426,2023-08-16,East,Massachusetts,Corporate,Furniture,Furnishings,Second Class,7,1977.4,0.0,438.19
ORD-1427,2023-06-13,Central,Michigan,Consumer,Technology,Phones,Standard Class,2,806.76,0.15,54.06
ORD-1428,2023-08-09,West,California,Consumer,Office Supplies,Paper,Second Class,4,208.05,0.3,28.96
ORD-1429,2023-01-09,West,Oregon,Corporate,Office Supplies,Art,First Class,4,98.78,0.0,24.39
ORD-1430,2024-10-10,East,Pennsylvania,Home Office,Technology,Phones,Standard Class,2,883.7,0.0,89.0
ORD-1431,2023-10-15,East,Massachusetts,Corporate,Office Supplies,Binders,Same Day,2,72.41,0.1,17.06
ORD-1432,2023-03-29,Central,Ohio,Consumer,Technology,Machines,Standard Class,1,291.67,0.0,67.36
ORD-1433,2024-07-12,East,New Jersey,Consumer,Furniture,Chairs,Standard Class,4,1380.92,0.2,318.63
ORD-1434,2023-07-14,East,Massachusetts,Consumer,Furniture,Furnishings,Same Day,4,751.78,0.3,-55.53
ORD-1435,2024-03-19,West,Washington,Consumer,Office Supplies,Paper,Standard Class,2,58.33,0.15,15.99
ORD-1436,2023-12-29,West,California,Corporate,Office Supplies,Binders,First Class,3,140.09,0.0,27.12
ORD-1437,2024-11-18,South,Tennessee,Consumer,Furniture,Tables,Standard Class,4,1082.71,0.2,272.68
ORD-1438,2024-06-10,Central,Illinois,Home Office,Office Supplies,Storage,Standard Class,4,166.88,0.0,9.58
ORD-1439,2023-11-10,East,Pennsylvania,Consumer,Furniture,Tables,First Class,4,750.69,0.2,260.82
ORD-1440,2023-06-13,Central,Michigan,Corporate,Technology,Copiers,Standard Class,4,2473.48,0.0,124.5
ORD-1441,2024-12-18,West,Oregon,Corporate,Technology,Phones,Standard Class,6,3083.1,0.3,928.56
ORD-1442,2024-07-09,West,Washington,Home Office,Furniture,Furnishings,Standard Class,2,459.13,0.3,-84.34
ORD-1443,2023-04-20,West,Oregon,Consumer,Furniture,Bookcases,Standard Class,6,1038.15,0.2,330.47
ORD-1444,2024-05-22,South,Florida,Home Office,Office Supplies,Paper,Standard Class,3,88.23,0.0,12.75
ORD-1445,2024-12-30,West,Oregon,Consumer,Technology,Machines,Standard Class,3,1789.58,0.1,261.29
ORD-1446,2023-04-22,East,New York,Home Office,Office Supplies,Binders,Standard Class,3,101.29,0.15,25.32
ORD-1447,2023-04-12,West,Arizona,Home Office,Technology,Phones,Standard Class,3,1463.01,0.0,84.43
ORD-1448,2023-07-19,West,Arizona,Home Office,Office Supplies,Binders,Standard Class,2,78.65,0.0,10.97
ORD-1449,2023-07-26,West,California,Home Office,Furniture,Bookcases,Same Day,7,1166.71,0.0,161.82
ORD-1450,2024-01-04,South,Georgia,Consumer,Office Supplies,Art,Standard Class,2,52.77,0.45,-6.7
ORD-1451,2024-10-13,South,North Carolina,Home Office,Office Supplies,Binders,Second Class,3,161.87,0.1,43.66
ORD-1452,2023-09-17,South,Florida,Consumer,Technology,Machines,Same Day,3,1836.77,0.15,261.14
ORD-1453,2023-11-09,East,New York,Consumer,Office Supplies,Storage,Standard Class,2,99.1,0.1,7.24
ORD-1454,2024-05-14,West,Oregon,Consumer,Office Supplies,Binders,Standard Class,5,257.71,0.1,89.1
ORD-1455,2023-11-16,West,Oregon,Consumer,Office Supplies,Art,Standard Class,7,248.67,0.15,22.53
ORD-1456,2024-11-03,West,Washington,Corporate,Office Supplies,Storage,Standard Class,1,26.69,0.15,1.64
ORD-1457,2023-07-08,Central,Illinois,Consumer,Furniture,Chairs,Standard Class,3,537.36,0.0,74.5
ORD-1458,2024-02-17,East,Massachusetts,Consumer,Office Supplies,Paper,Standard Class,3,78.9,0.1,18.04
ORD-1459,2024-10-31,West,Arizona,Corporate,Office Supplies,Art,First Class,6,226.14,0.15,67.52
ORD-1460,2024-08-21,Central,Texas,Consumer,Furniture,Chairs,First Class,2,388.58,0.15,24.13
ORD-1461,2023-02-02,East,New York,Home Office,Office Supplies,Paper,Second Class,2,98.68,0.3,5.59
ORD-1462,2023-09-28,South,Florida,Consumer,Furniture,Chairs,Standard Class,2,621.98,0.1,41.28
ORD-1463,2024-08-29,East,Massachusetts,Consumer,Office Supplies,Paper,Standard Class,2,72.88,0.0,9.43
ORD-1464,2024-05-17,East,New Jersey,Home Office,Office Supplies,Art,Standard Class,1,21.51,0.0,6.67
ORD-1465,2024-10-23,West,Arizona,Consumer,Office Supplies,Storage,Standard Class,5,210.76,0.2,43.63
ORD-1466,2023-12-05,West,Oregon,Consumer,Office Supplies,Storage,Standard Class,2,56.16,0.1,3.67
ORD-1467,2023-12-06,East,New York,Consumer,Technology,Accessories,First Class,7,3095.95,0.0,220.89
ORD-1468,2023-11-23,East,New York,Corporate,Technology,Phones,Same Day,7,3857.87,0.2,1237.72
ORD-1469,2024-01-04,East,New Jersey,Corporate,Furniture,Bookcases,Standard Class,1,384.23,0.45,-29.18
ORD-1470,2023-01-25,Central,Ohio,Corporate,Office Supplies,Storage,Second Class,2,106.96,0.0,14.52
ORD-1471,2023-05-17,Central,Michigan,Consumer,Technology,Accessories,Second Class,4,1887.39,0.0,654.1
ORD-1472,2024-03-04,West,Washington,Home Office,Office Supplies,Art,Standard Class,5,134.66,0.0,31.68
ORD-1473,2023-04-24,West,Washington,Consumer,Office Supplies,Paper,Second Class,7,232.73,0.2,80.93
ORD-1474,2024-07-16,West,Washington,Consumer,Technology,Phones,Standard Class,3,1893.86,0.0,548.74
ORD-1475,2024-11-22,East,Massachusetts,Corporate,Office Supplies,Art,First Class,5,136.71,0.3,43.34
ORD-1476,2024-10-23,Central,Ohio,Corporate,Office Supplies,Binders,Standard Class,4,178.56,0.1,16.05
ORD-1477,2023-03-06,West,Oregon,Home Office,Office Supplies,Paper,Same Day,6,200.64,0.15,39.15
ORD-1478,2023-11-09,East,Pennsylvania,Corporate,Technology,Machines,Standard Class,7,3229.72,0.1,365.06
ORD-1479,2024-10-07,Central,Ohio,Corporate,Office Supplies,Storage,Standard Class,3,135.97,0.1,39.28
ORD-1480,2024-09-20,Central,Ohio,Consumer,Furniture,Chairs,Standard Class,4,1199.3,0.1,163.65
ORD-1481,2024-10-15,West,Washington,Corporate,Technology,Phones,Standard Class,2,1233.18,0.0,236.15
ORD-1482,2024-12-02,West,Washington,Consumer,Technology,Copiers,Standard Class,1,318.52,0.0,98.26
ORD-1483,2024-06-11,East,New York,Home Office,Office Supplies,Binders,Standard Class,6,317.74,0.1,33.12
ORD-1484,2024-10-07,West,Arizona,Consumer,Technology,Machines,Standard Class,5,2053.0,0.15,152.89
ORD-1485,2024-01-16,West,Washington,Consumer,Technology,Phones,Standard Class,1,481.94,0.1,148.94
ORD-1486,2023-03-10,West,Washington,Consumer,Technology,Copiers,Standard Class,7,3535.19,0.2,1116.32
ORD-1487,2023-03-08,Central,Ohio,Consumer,Technology,Machines,Standard Class,7,2327.03,0.3,295.2
ORD-1488,2023-03-15,West,California,Corporate,Furniture,Furnishings,Second Class,4,1358.04,0.2,195.26
ORD-1489,2023-07-25,East,Massachusetts,Corporate,Office Supplies,Art,First Class,2,96.73,0.2,24.91
ORD-1490,2023-04-16,South,Tennessee,Corporate,Furniture,Chairs,Second Class,7,1932.8,0.0,344.5
ORD-1491,2024-01-02,Central,Ohio,Consumer,Office Supplies,Paper,Standard Class,6,290.51,0.3,46.79
ORD-1492,2024-06-02,Central,Michigan,Consumer,Technology,Machines,Same Day,6,2254.18,0.0,441.49
ORD-1493,2024-12-03,West,Arizona,Home Office,Furniture,Furnishings,First Class,5,1823.37,0.2,509.44
ORD-1494,2024-11-16,West,Arizona,Corporate,Furniture,Tables,Standard Class,3,832.93,0.0,119.62
ORD-1495,2023-07-03,Central,Illinois,Home Office,Furniture,Bookcases,Standard Class,7,2365.69,0.2,789.49
ORD-1496,2023-11-08,West,Oregon,Corporate,Technology,Phones,Second Class,6,2045.56,0.2,205.9
